repo,number,title,author,merged_at,base,merge_sha,url,signal
sgl-project/sglang,40293,[CI] Skip SRT Rust extension builds for diffusion-only PRs,mickqian,2026-09-20T08:33:24Z,main,414adef060f41977e3a4888cdb35cb0b1f4b8858,https://github.com/sgl-project/sglang/pull/40293,
sgl-project/sglang,40427,[Test] Fix OOT DFlash hook test resolving the draft config over the network,hnyls2002,2026-09-20T08:25:35Z,main,dc002c85fcc94b8b145207d6bfbd57d60a3113f5,https://github.com/sgl-project/sglang/pull/40427,
sgl-project/sglang,38901,[AMD][DSV4] feat: enable DSpark with fp8 unified_kv on gfx950,amd-danli103,2026-09-20T08:16:40Z,main,e54009240a84bf52eb7a21ec532ea49f1b9dd941,https://github.com/sgl-project/sglang/pull/38901,
sgl-project/sglang,40313,Remove swa and mamba radix cache,ispobock,2026-09-20T08:16:28Z,main,a8a4d86be9f483fabd097350b06b6ae6e6905874,https://github.com/sgl-project/sglang/pull/40313,
sgl-project/sglang,40045,[kimi k3][pd disagg] support pp prefill + dcp decode with dspark,Qiaolin-Yu,2026-09-20T07:15:28Z,main,f4c256354cc8a15d18b11f970f01a82d7394a715,https://github.com/sgl-project/sglang/pull/40045,
sgl-project/sglang,40402,"[NPU] [DOC] fix typos, heading levels and terminology in NPU docs",amote-i,2026-09-20T07:15:59Z,main,5c69e32abe013fa1b913022682a3104c79105f37,https://github.com/sgl-project/sglang/pull/40402,
sgl-project/sglang,40411,[Test] Fix scheduler fixtures after prefill burst counting,mmangkad,2026-09-20T07:08:04Z,main,22f02cc3399dcd59380fc546de8d3c89fba6fa3a,https://github.com/sgl-project/sglang/pull/40411,
sgl-project/sglang,38740,Add out-of-tree DFlash extension points,yuhanchan,2026-09-20T06:54:46Z,main,99a44c88d4177f2e3b08bbccb49b33278bcc945a,https://github.com/sgl-project/sglang/pull/38740,
sgl-project/sglang,38996,[Model] Serve DeepSeek-OCR-2 with its official 768px local-crop geometry,chaijiacheng888,2026-09-20T06:17:22Z,main,2d216a11f8c2ed125e46de581ed255bc138fffe1,https://github.com/sgl-project/sglang/pull/38996,
sgl-project/sglang,40276,docs: sync LMSYS SGLang blog cards,sglang-bot,2026-09-20T06:35:21Z,main,c1a1eb5f66649e4f3422e899e3ba7d9c7b37892a,https://github.com/sgl-project/sglang/pull/40276,
sgl-project/sglang,40408,[diffusion] Batch Qwen-Image 2.1 targets and document measured deployment recipes,mickqian,2026-09-20T05:59:37Z,main,031bff5dd3f883f865a65283f8ce46eee4184983,https://github.com/sgl-project/sglang/pull/40408,
sgl-project/sglang,39848,[sgl-router] refactor - chat_completions() into modules,sherlockwu,2026-09-20T05:51:26Z,main,99d53fe0c2f5d3d0cff303e6b12bb071eba38a7c,https://github.com/sgl-project/sglang/pull/39848,
sgl-project/sglang,40389,Update linear attention code owner directory,yuan-luo,2026-09-20T04:13:48Z,main,dd83b54611897a5f80f4df59e69756bd2fb4b8ab,https://github.com/sgl-project/sglang/pull/40389,
sgl-project/sglang,39837,[2/N] [Kernel] Fuse padding-preserving HiSparse slot translation,salexspb,2026-09-20T04:04:04Z,main,59dd2fc7343158567dbb5073596398c33890b7ec,https://github.com/sgl-project/sglang/pull/39837,
sgl-project/sglang,40354,[Fix] Forward SWA prealloc reclaim through the DSV4 HiSparse allocator,mmangkad,2026-09-20T03:27:52Z,main,df0dc44931433b8a3488fbd4c6489e08cdee8703,https://github.com/sgl-project/sglang/pull/40354,
sgl-project/sglang,36700,[PP + HiCache] Add PP Prefetch Tickets for eager cross-stage storage prefetch,huangtingwei9988,2026-09-20T03:19:32Z,main,020703923dba90d531fe8ec472de720584b69f80,https://github.com/sgl-project/sglang/pull/36700,G9
sgl-project/sglang,40284,[PD] Enter the custom mem pool once when allocating DCP pack buffers,zijiexia,2026-09-20T02:34:58Z,main,113f6f080eb8fcb5924b1ae252eb66282743be15,https://github.com/sgl-project/sglang/pull/40284,
verl-project/verl,7948,[megatron] fix: preserve bucketed VLM THD lengths,qinyi810,2026-09-22T02:10:27Z,main,8e03c039f9a70750490c93196b759b332fc029fd,https://github.com/verl-project/verl/pull/7948,G3
verl-project/verl,7926,"[trainer, rollout] fix: honor V1 standalone rollout memory budget",zupengwang,2026-09-22T01:54:39Z,main,ace775e87d8765bcdd114aac734ab71da5367a0f,https://github.com/verl-project/verl/pull/7926,
verl-project/verl,7967,[ci] fix: pin transformers==5.5.4 in e2e_sft_llm_ascend workflow,aass-79,2026-09-21T12:08:21Z,main,fa8f14f88d18c92e5cfa5799fedf8e5774495542,https://github.com/verl-project/verl/pull/7967,
verl-project/verl,7973,[rollout] chore: upgrade vllm==0.29.0/sglang==0.5.20,wuxibin89,2026-09-21T11:22:55Z,main,0484e20c691f92941ee2e36e850e72da8a955d14,https://github.com/verl-project/verl/pull/7973,
verl-project/verl,7723,[megatron] fix: compute distillation mass metrics before clamping,HSYZhang,2026-09-21T06:13:15Z,main,339a5636367772b4ae3131588f718b5e8b28aa77,https://github.com/verl-project/verl/pull/7723,
verl-project/verl,7959,"[rollout, hardware] fix: use FULL_DECODE_ONLY to avoid ACL graph resource exhaustion in Qwen3.5-35B example",wangdongleix,2026-09-21T01:49:07Z,main,ff93c77eb93e546782b1c0dbdbfe3a559bcef3e0,https://github.com/verl-project/verl/pull/7959,
verl-project/verl,7963,[misc] chore: change verl-wheelhouse to /cu130/torch2.11/simple,wuxibin89,2026-09-20T16:25:40Z,main,f542ae22b730b3736d3a46e79d9d8848813a2d48,https://github.com/verl-project/verl/pull/7963,
verl-project/verl,7951,[misc] chore: upgrade dependency TransferQueue>=0.1.10,wuxibin89,2026-09-20T09:42:38Z,main,f3d9b56e789c39a06c4b87cc367bae02bac9102b,https://github.com/verl-project/verl/pull/7951,
verl-project/verl,7927,[tool] fix: separate teacher rollout lanes,tardis-key,2026-09-20T08:17:33Z,main,2d98ec778255f3007e7b276d9a2bf877c463ec70,https://github.com/verl-project/verl/pull/7927,
verl-project/verl,7717,[model] chore: add Qwen3.8-27B Megatron GRPO script,Feng0w0,2026-09-20T07:43:35Z,main,23a341e361e18063b4ec53e1f7cc4eae68f102cf,https://github.com/verl-project/verl/pull/7717,
verl-project/verl,7947,[misc] chore: bump version to 0.9.1,wuxibin89,2026-09-20T07:21:24Z,release/v0.9.1,1876b06d0a3e4e71e06230be10af14492ca8a75b,https://github.com/verl-project/verl/pull/7947,
verl-project/verl,7849,[single_controller] feat: discover TPU resource in Ray,askhat-g,2026-09-20T03:09:48Z,main,76e14c9a1b2861c61305b68c71b24c2ebc047ec8,https://github.com/verl-project/verl/pull/7849,
verl-project/verl,7942,[veomni] fix: accept VeOmni's `dp_shard` mesh as a 1-D FSDP shard,dafu-wu,2026-09-20T02:47:28Z,main,5026915b60fb0a99a0d6e929b4b5af9a4ceae1f8,https://github.com/verl-project/verl/pull/7942,
vllm-project/vllm,55385,[perf] wire FA and FlashMLA for sm90 GLM5Next NoPE SparseMLA,JaredforReal,2026-09-22T09:04:00Z,main,91d7324cb19d301c72d849e457221ee8dd645024,https://github.com/vllm-project/vllm/pull/55385,
vllm-project/vllm,58097,"[CI] Emit a kernel symbol map from the csrc build (opt-in, for test selection)",khluu,2026-09-22T08:37:34Z,main,64a48b19b41005f1e783a69b9fdd0b5364aea4cf,https://github.com/vllm-project/vllm/pull/58097,
vllm-project/vllm,57428,[Kernel][DSV4.1] Fuse MXFP8 wo_b GEMM with sequence-parallel reduce-scatter,gcanlin,2026-09-22T08:07:18Z,main,f92b78f6ef9c9b28f60668da77af5b65645b1a45,https://github.com/vllm-project/vllm/pull/57428,
vllm-project/vllm,50814,[Kernel] Add opt-in load-time MXFP4 dequantization,LiuYinfeng01,2026-09-22T06:51:13Z,main,2af05512cf94eda87b4eb51e9f1345a12337a36d,https://github.com/vllm-project/vllm/pull/50814,
vllm-project/vllm,58084,[Rust Frontend] Separate multimodal instrumentation from request timing,BugenZhao,2026-09-22T06:57:56Z,main,a6c47fbbf4187e8ae5396ebdcf93234db617a4ad,https://github.com/vllm-project/vllm/pull/58084,
vllm-project/vllm,47842,[ROCm][Perf] Avoid extra reshape kernel in Qwen GDN output norm,mjkvaak-amd,2026-09-22T06:38:16Z,main,68363d64ec476bbbf5025b30ced0f6a2425b1291,https://github.com/vllm-project/vllm/pull/47842,
vllm-project/vllm,57340,[Rust Frontend] Build full-output grammars from initialized reasoning parsers,BugenZhao,2026-09-22T06:11:55Z,main,496c6472cb70d5eb8681dadae238d160f5086454,https://github.com/vllm-project/vllm/pull/57340,
vllm-project/vllm,47736,[Bugfix][Qwen2.5-VL] Honor video fps for temporal M-RoPE,Sunt-ing,2026-09-22T05:56:13Z,main,a33b3bac5dad5654065adbdadc87f35118e482e3,https://github.com/vllm-project/vllm/pull/47736,
vllm-project/vllm,57891,[RL][Sleep] Retain frozen weights across level-2 sleep,aoshen02,2026-09-22T04:36:56Z,main,639461eda424debe7bbdf2b1fc577bf83e29c643,https://github.com/vllm-project/vllm/pull/57891,
vllm-project/vllm,57006,[Bugfix][Frontend] Validate mixed prompt embedding mask lengths,shaohuaxi,2026-09-22T05:50:31Z,main,5abf85d27ace7998a86b27d2754de239c73d0723,https://github.com/vllm-project/vllm/pull/57006,
vllm-project/vllm,57731,[Security] Reject min_tokens that exceeds the filled max_tokens default,jperezdealgaba,2026-09-22T05:50:24Z,main,4800024b98f70c9b3022c27b41e63a5dc9556ed7,https://github.com/vllm-project/vllm/pull/57731,
vllm-project/vllm,55269,[Rust Frontend] Introduce parser-owned output grammar interfaces,BugenZhao,2026-09-22T05:35:08Z,main,d50723df04f77c732c75e07d337ee81d843e014f,https://github.com/vllm-project/vllm/pull/55269,
vllm-project/vllm,51922,[Rust Frontend] Add mm-processor benchmark,gangula-karthik,2026-09-22T05:08:36Z,main,f84325c48c0acc1e3703103788c5f2976e719762,https://github.com/vllm-project/vllm/pull/51922,
vllm-project/vllm,58065,[Spec Decode] Enable async scheduling for DFlash,majunze2001,2026-09-22T05:05:45Z,main,0961bbae2894d574be790d219651824eb199318e,https://github.com/vllm-project/vllm/pull/58065,
vllm-project/vllm,57919,[ROCm][Bugfix] Explicitly reject FSE=1 with DPA+ETP deployment for DeepSeek-V4,shen-shanshan,2026-09-22T04:45:53Z,main,42a85a49761921fe5965e28eb971d863d9759503,https://github.com/vllm-project/vllm/pull/57919,
vllm-project/vllm,56448,[Bugfix][Spec Decode] Cap DFlash/DSpark profiling query batch,wangyicong52,2026-09-22T04:36:32Z,main,c4d424c2e27b392da235704ba0edca7ac48bd495,https://github.com/vllm-project/vllm/pull/56448,
vllm-project/vllm,57933,[Rust Frontend] Add MiMo V2.6 parser support,BugenZhao,2026-09-22T04:27:10Z,main,ff3c9cba3f459085efdac7e8b7fed35bdb0151a2,https://github.com/vllm-project/vllm/pull/57933,
vllm-project/vllm,57312,[Fast Start] Cache the MTP draft model in a separate daemon group,liusy58,2026-09-22T03:13:39Z,main,c723a831a81cb4ff89ea6d61b2d15109306ed1bc,https://github.com/vllm-project/vllm/pull/57312,
vllm-project/vllm,57737,[Pooling] MRV2 pooling shutdown model ref,taneem-ibrahim,2026-09-21T23:54:58Z,main,7d06dd1ffaab13bb6b9a34e86a8a62e4d715bd1e,https://github.com/vllm-project/vllm/pull/57737,
vllm-project/vllm,57606,[Docker] Expose bundled vllm-rs on PATH,alec-flowers,2026-09-22T03:03:04Z,main,f07e227ee9acdb8d7e48d69f178c897fb54ecd88,https://github.com/vllm-project/vllm/pull/57606,
vllm-project/vllm,49685,[XPU] Fix Nemotron FP8 LM-eval config: drop CUDA-only moe_backend and wire to new Buildkite job,chaojun-zhang,2026-09-22T02:05:26Z,main,1fee69838eeb72622b441a593888687831c1e434,https://github.com/vllm-project/vllm/pull/49685,
vllm-project/vllm,50592,[Kimi-K3][AMD] Return KDA and MLA projection outputs directly,LiuYinfeng01,2026-09-21T20:44:43Z,main,382970ee6ca490aeaaaf4e32c53695b581ff61ba,https://github.com/vllm-project/vllm/pull/50592,
vllm-project/vllm,54867,[CI] Add pre-commit check that new tests are tethered to Buildkite jobs,wjabbour,2026-09-22T01:36:46Z,main,e9f169d16b9408bb9ae44f75072b91a5521d733c,https://github.com/vllm-project/vllm/pull/54867,
vllm-project/vllm,51565,[Bugfix][GDN] Fix stateless first-chunk classification,taking-lying-flat,2026-09-22T01:11:50Z,main,79468c20ef23227d4e051f807e10fd54fb24e24f,https://github.com/vllm-project/vllm/pull/51565,
vllm-project/vllm,55390,[Bugfix] Annotate MTP draft KV cache groups positionally on the hybrid grouping path,Navjot10,2026-09-22T00:31:26Z,main,0bce411a073e0da2c9bded9bb6ced1cbee51c564,https://github.com/vllm-project/vllm/pull/55390,
vllm-project/vllm,57458,[Perf][Attention] Reduce GLM sparse MLA preparation overhead,GirasoleY,2026-09-22T00:24:26Z,main,a369a7becc20c6c4dda601aedef51b8cc8387971,https://github.com/vllm-project/vllm/pull/57458,
vllm-project/vllm,57951,[Scheduler] Soften Long Prefill Tokens Threshhold,robertgshaw2-redhat,2026-09-22T00:19:42Z,main,c64b15cde583c7dd3cbb906b30164131a030d6b4,https://github.com/vllm-project/vllm/pull/57951,
vllm-project/vllm,57965,[CI] Split (H200) LM Eval Large Models into per-model jobs,Thangnguyenvn98,2026-09-22T00:19:18Z,main,78d78365254dfa20d3a265b6da695ab8151ec8b1,https://github.com/vllm-project/vllm/pull/57965,
vllm-project/vllm,51360,[Frontend] Add reusable TP1 initialized-engine snapshots,matteso1,2026-09-21T23:18:50Z,main,13058faa49f5e4a4d50e1ca562ba0c2fdd73c7bc,https://github.com/vllm-project/vllm/pull/51360,
vllm-project/vllm,57984,[Bugfix][Kernel] Skip the fused silu-mul block-quant fast path when a swiglu clamp is set,garrett361,2026-09-21T22:38:39Z,main,8bf051cd51adff79e1bc94e910adaea543aaa2e1,https://github.com/vllm-project/vllm/pull/57984,
vllm-project/vllm,57871,[CI][Build] Harden triton-cpu sleef submodule fetch in CPU image build,vllm-agent,2026-09-21T22:30:15Z,main,8644d2af2fb7c4588190a8d7f6c26a3cbef78a0f,https://github.com/vllm-project/vllm/pull/57871,
vllm-project/vllm,55608,[Docker] Use zstd for CI images and offer a Docker Hub variant,matteso1,2026-09-21T20:40:15Z,main,9fe1cbd463055314863a6de210d5f898200a0a9a,https://github.com/vllm-project/vllm/pull/55608,
vllm-project/vllm,57866,[Bugfix][ROCm] Reject unsupported EP for monolithic AITER MXFP4 MoE,AndreasKaratzas,2026-09-21T20:30:22Z,main,12972ae40bece6f9b9898fadd0c50d6a317df6fd,https://github.com/vllm-project/vllm/pull/57866,
vllm-project/vllm,57867,[Bugfix][MoE] Reject hash routing for unsupported monolithic backends,AndreasKaratzas,2026-09-21T20:28:35Z,main,9179bcd4166bd03f4903aafed39d2c284eeb8c91,https://github.com/vllm-project/vllm/pull/57867,
vllm-project/vllm,57937,[Engram] Drop redundant VLLM_PLE_CPU_OFFLOAD env var,NickLucche,2026-09-21T18:16:02Z,main,54020c3c3ec9de219929a5a956010a0251b87520,https://github.com/vllm-project/vllm/pull/57937,
vllm-project/vllm,54185,[ROCm][Perf] Route the fused shared-expert gate GEMM through the platform dispatcher,mjkvaak-amd,2026-09-21T17:17:56Z,main,17322375a2d7815ed3d7c9c3ffd718196564314e,https://github.com/vllm-project/vllm/pull/54185,
vllm-project/vllm,57910,[Docs] Add an Engram feature page explaining Engram usage in vLLM,NickLucche,2026-09-21T17:15:29Z,main,fba33e39cb74c7c31cc648ae530a85e0c6636f92,https://github.com/vllm-project/vllm/pull/57910,
vllm-project/vllm,53423,[Feature] Add first-class KV hints request envelope for programmatic KV management,karen-sy,2026-09-21T16:56:12Z,main,986e217158a9ed54eca8307c6bb9abac7c5b2278,https://github.com/vllm-project/vllm/pull/53423,G6
vllm-project/vllm,57931,[ROCm][CI] Use ROCm backend for DeepSeek V4.1 ViT test,djramic,2026-09-21T16:39:32Z,main,4f1451679088e5832bce0965a254295c854aaa09,https://github.com/vllm-project/vllm/pull/57931,
vllm-project/vllm,57967,[MM] Move get_dummy_processor_inputs into MM processor,DarkLight1337,2026-09-21T16:39:21Z,main,7853700d4cdc2b84c728c840114ed42cda7454a7,https://github.com/vllm-project/vllm/pull/57967,
vllm-project/vllm,55767,[Bugfix] unskip InternViT test for transformers v5 compatibility,Sip4818,2026-09-21T16:38:25Z,main,4e61ad8ee126bf01dbc4d28979014a30628309ed,https://github.com/vllm-project/vllm/pull/55767,
vllm-project/vllm,55001,[ROCm] Refactor tuned gemms,afriedri,2026-09-21T16:30:16Z,main,874a6b5a06f19c9d565d14ebe64131d6aaab91cd,https://github.com/vllm-project/vllm/pull/55001,
vllm-project/vllm,57869,[ROCm][Tests] Reduce host memory when downcasting FP32 HF references,AndreasKaratzas,2026-09-21T14:42:47Z,main,7488b5780f585fc0a00a6ab28b6a2477696574d1,https://github.com/vllm-project/vllm/pull/57869,
vllm-project/vllm,57876,[CI][ROCm] Add ten AMD parity groups,AndreasKaratzas,2026-09-21T11:08:07Z,main,82daf9f5756e1868be0aa751afaec4726beca12a,https://github.com/vllm-project/vllm/pull/57876,
vllm-project/vllm,57389,[Bugfix][NIXL] Fix DCP pulls across MLA cache regions,LucasWilkinson,2026-09-21T15:57:50Z,main,8c0825090df8b7939a92ff22b02bc7d03cb3605a,https://github.com/vllm-project/vllm/pull/57389,
vllm-project/vllm,57958,[docs] Fix legacy hf CLI references (vllm),Wauplin,2026-09-21T15:32:27Z,main,6b858751f6e99c4f33913657dc0c2afd34ff13e6,https://github.com/vllm-project/vllm/pull/57958,
vllm-project/vllm,53743,[Bugfix] Fix external LB DP rank handling when replicas share nodes,hlin99,2026-09-21T15:19:15Z,main,dc479a2d839d5c474b36ac521dc5a72294bcb186,https://github.com/vllm-project/vllm/pull/53743,
vllm-project/vllm,52362,[ROCm][DSv4] Enable DSpark adaptive verification,tuukkjs,2026-09-21T15:03:42Z,main,e34685dfc0c9f46ae58650fe7b08cc89b615a5fe,https://github.com/vllm-project/vllm/pull/52362,
vllm-project/vllm,57498,[Pooling] Fix normalization of chunked long-text embeddings,taneem-ibrahim,2026-09-21T14:46:39Z,main,887cf91e30545373f90eb967c981b456c9cbbf8d,https://github.com/vllm-project/vllm/pull/57498,
vllm-project/vllm,57948,[Bugfix][Frontend] Accept diarized transcription responses in run-batch,sergiofigueras,2026-09-21T14:55:38Z,main,21aa17c1289f9c376c941b5a5e3d140590d4cae1,https://github.com/vllm-project/vllm/pull/57948,
vllm-project/vllm,57913,[MM] Move `supports_multimodal_inputs` and cache out of registry,DarkLight1337,2026-09-21T14:43:08Z,main,c8824a1e42bbd674751f808d657d58024c68fb0f,https://github.com/vllm-project/vllm/pull/57913,
vllm-project/vllm,57922,[Frontend] Add streaming parity tests and docs for derender,hickeyma,2026-09-21T14:13:53Z,main,8b98b7d0b465920740cfa1acf5dde1b6a57d8d52,https://github.com/vllm-project/vllm/pull/57922,
vllm-project/vllm,57234,[Bugfix][Multimodal] Tolerate malformed EXIF in Molmo 2 image preprocessing,Hotragn,2026-09-21T13:27:41Z,main,606d124b377e6462fe0f9076df4d50c88e4dcf48,https://github.com/vllm-project/vllm/pull/57234,
vllm-project/vllm,57889,[CI][XPU] Deselect Ray UT in XPU V1 test Job,chaojun-zhang,2026-09-21T12:54:58Z,main,db7f1f671419535b85fa73e29ff061e287e39459,https://github.com/vllm-project/vllm/pull/57889,
vllm-project/vllm,57833,[Security] Prefer fresh multimodal payloads over a stale receiver cache,jperezdealgaba,2026-09-21T12:50:49Z,main,7268f6e38ebbb3d61700f16c638c6eba0c88bb0c,https://github.com/vllm-project/vllm/pull/57833,
vllm-project/vllm,57545,[Test] Organize structured output utility tests,equiluxe,2026-09-21T10:56:29Z,main,15859bb3a1d81a709b64eff2a1d1f38a958a362b,https://github.com/vllm-project/vllm/pull/57545,
vllm-project/vllm,57906,[Bugfix][ROCm][DSv4.1] Disable SWA bounded replay on ROCm,Fangzhou-Ai,2026-09-21T10:29:15Z,main,04c1f4a407962a37d01b573f3a2aba91dd2ed3a9,https://github.com/vllm-project/vllm/pull/57906,
vllm-project/vllm,45635,[AuxOutput] Add block-keyed storage for routed-expert outputs,xhx1022,2026-09-21T10:25:05Z,main,0b7f11a1eece3dc9c689f1b5ab90d60c03b10793,https://github.com/vllm-project/vllm/pull/45635,
vllm-project/vllm,57903,[CI][ROCm] Increase timeout for MI300 Distributed DP Extended,djramic,2026-09-21T09:18:59Z,main,0aee727ff6131a1b647941186ceef8f4777bdac2,https://github.com/vllm-project/vllm/pull/57903,
vllm-project/vllm,57870,[CI][ROCm] Make Python-only installation failures blocking,AndreasKaratzas,2026-09-21T08:29:03Z,main,f05b88751ec74b66ee27eb38f65fdfdda6161239,https://github.com/vllm-project/vllm/pull/57870,
vllm-project/vllm,57877,[CI][ROCm] Mirror remaining portable suites without duplicate coverage,AndreasKaratzas,2026-09-21T09:16:27Z,main,8902dbb1770b7b1780bf3d978f16cd208702472a,https://github.com/vllm-project/vllm/pull/57877,
vllm-project/vllm,54535,[AMD][Minimax-M3][perf] Enable packed LBHNC AITER QK-norm fusion for MiniMax-M3 on ROCm,weitliao,2026-09-21T08:38:31Z,main,b8cf2753825d05d7f41eb4747480b78934953aac,https://github.com/vllm-project/vllm/pull/54535,
vllm-project/vllm,57783,[Core][KDA] Generalize Mamba prefill checkpoint builder and exporter,chaunceyjiang,2026-09-21T04:46:12Z,main,3df4ae153eb385e27b52f26c81f8edb9e20b9984,https://github.com/vllm-project/vllm/pull/57783,
vllm-project/vllm,57651,[Model][Engram] Share host tables across co-located DP replicas by default,Juntian777,2026-09-21T08:26:56Z,main,76ffb0d37488988ec158cab609d5569e9f9ca34c,https://github.com/vllm-project/vllm/pull/57651,
vllm-project/vllm,57526,[Perf][ROCm] Add a ROCm path for Hy4 and compile the backbone,akii96,2026-09-21T08:20:44Z,main,0ff0477ff955154f37db48791260cdf27fa35e60,https://github.com/vllm-project/vllm/pull/57526,
vllm-project/vllm,57874,[Bugfix][DSV4.1] Restrict mHC overlap to full CUDA graphs,WoosukKwon,2026-09-21T08:17:00Z,main,67513c8b67e2439934ce7c0ba5a18c2e859f5c53,https://github.com/vllm-project/vllm/pull/57874,
vllm-project/vllm,57885,[Perf][Attention] Avoid redundant sparse attention metadata operations,WoosukKwon,2026-09-21T07:08:44Z,main,97dc6b19d2fe92b794b49e684677a2e1a8b2c540,https://github.com/vllm-project/vllm/pull/57885,
vllm-project/vllm,48416,[Bugfix] Fix xgrammar feature gate bypass when JSON Schema type is a list,equiluxe,2026-09-21T06:59:20Z,main,3c84ad13ed3f9fcd816bf1d15acb83c28cfa02f9,https://github.com/vllm-project/vllm/pull/48416,
vllm-project/vllm,53758,[Bugfix][Model] Mistral3: align placeholder grid with public processor,oliverholworthy,2026-09-21T06:37:00Z,main,9598487bc1829504c8af81d6007ab6b9deeaa15a,https://github.com/vllm-project/vllm/pull/53758,
vllm-project/vllm,57769,[Bugfix] Fix Whisper engine crash on audio clips longer than 30s,twu3202,2026-09-21T05:44:41Z,main,59f15272802077724c4ed483ea8ad393725554e4,https://github.com/vllm-project/vllm/pull/57769,
vllm-project/vllm,57864,[ROCm][Tests] Avoid pooling cleanup waits against live shared engines,AndreasKaratzas,2026-09-21T05:21:36Z,main,76ee20c1ec5a9d6e094ecaecd46d71a5d591d05c,https://github.com/vllm-project/vllm/pull/57864,
vllm-project/vllm,57868,[Tests] Release HF embedding weights after prompt extraction,AndreasKaratzas,2026-09-21T05:27:29Z,main,8ec00ec2bc2d294b742f7814041d3a3043e0a90e,https://github.com/vllm-project/vllm/pull/57868,
vllm-project/vllm,57277,[MRV2][XPU] use xpu sample kernel in mrv2 sampler,zhenwei-intel,2026-09-21T05:24:41Z,main,6654bcbfca86a8c17c8a377f6813c7a86e64cd6d,https://github.com/vllm-project/vllm/pull/57277,
vllm-project/vllm,57855,[XPU][CI] fallback to 7-args of moe_align_block_size,zhenwei-intel,2026-09-21T05:15:30Z,main,a15dbbd63daaba913b3302a858ad7e20e6dcc219,https://github.com/vllm-project/vllm/pull/57855,
vllm-project/vllm,57589,[Bugfix] DiffusionGemma: fix multimodal support,mmastrac,2026-09-21T04:05:25Z,main,ff0c8854946b75dc0fe160756e8adff10a8da053,https://github.com/vllm-project/vllm/pull/57589,
vllm-project/vllm,56734,[Bugfix][Spec Decode] Stop dummy draft decode steps from writing KV through stale block-table rows,ivanium,2026-09-21T01:06:25Z,main,d2983f2f163249acbe3053c073cb9830290984a0,https://github.com/vllm-project/vllm/pull/56734,G8
vllm-project/vllm,57643,[Perf][DSV4.1] Fuse TP all-reduce with mHC input preparation,WoosukKwon,2026-09-21T03:28:07Z,main,9a70c233cd5d3ef3b14d79c582a6f9ddfa03cf80,https://github.com/vllm-project/vllm/pull/57643,
vllm-project/vllm,57554,[Build] Fix DeepGEMM CUDA 12.9 release builds,khluu,2026-09-21T03:14:01Z,main,eb87980585c10f7e5ee8f498fd3830898101d208,https://github.com/vllm-project/vllm/pull/57554,
vllm-project/vllm,57811,[BUGFIX][HY4]  Record indexer completion event for full CUDA graph capture,jeejeelee,2026-09-21T02:59:12Z,main,86ce4d10e290e6179e6f1d5ee392f582814d5747,https://github.com/vllm-project/vllm/pull/57811,
vllm-project/vllm,57460,[Profiler] Unify platform-aware torch profiling,czhu-cohere,2026-09-21T02:17:24Z,main,3918f3c5a3e389fb17d9c0d629811f3745014db0,https://github.com/vllm-project/vllm/pull/57460,
vllm-project/vllm,57491,[ROCm][DSv4.1] Keep the Engram tables in host memory on ROCm,JohnQinAMD,2026-09-21T02:17:12Z,main,6dfd87f59658eba0af0354418ca725c64ef1ed7d,https://github.com/vllm-project/vllm/pull/57491,
vllm-project/vllm,57314,[Doc] Refresh Kthena integration guide,acsoto,2026-09-21T01:42:56Z,main,3e67044972939772ef6cd06957bf3199a41b5139,https://github.com/vllm-project/vllm/pull/57314,
vllm-project/vllm,54581,[Bugfix][KV Connector] Propagate cache reset failure during sleep,Ronnie-Rui,2026-09-21T01:25:02Z,main,11852548518b13c9a00a4e73dadd19d44e221e2b,https://github.com/vllm-project/vllm/pull/54581,
vllm-project/vllm,57742,[Docs] Add ECMooncakeConnector usage example for EPD,jiangkuaixue123,2026-09-21T01:15:02Z,main,7ddd461a284d2c318410f29110f1604028b961ee,https://github.com/vllm-project/vllm/pull/57742,
vllm-project/vllm,57603,[Perf][DSV4.1] Overlap mHC coefficients for small TP batches,WoosukKwon,2026-09-21T00:33:17Z,main,9b49f92344312c41ad61e05282c8e6a2d9bafb7f,https://github.com/vllm-project/vllm/pull/57603,
vllm-project/vllm,57421,[Core][Kernel] Share persistent workspaces for Marlin and Humming,mgoin,2026-09-20T09:28:34Z,main,e5fce7b56b07cdf992febd0862bfd599d6dca3fd,https://github.com/vllm-project/vllm/pull/57421,
vllm-project/vllm,57779,[XPU][UT]Bugfix when the process can't see all the world_size meet accuracy issue.,yisustc,2026-09-20T22:50:26Z,main,17e50b9b761023d5f2499f062507df1ff49092a4,https://github.com/vllm-project/vllm/pull/57779,
vllm-project/vllm,51052,[KVConnector][MoRIIO] Transfer hybrid mamba/KDA recurrent state in READ mode,YukioZzz,2026-09-20T21:30:34Z,main,96791737887224c8bfec0a791517759f62e4d93b,https://github.com/vllm-project/vllm/pull/51052,
vllm-project/vllm,57450,[ROCm][CI] Query HIP device memory for test GPU teardown waits.,sheralskumar,2026-09-20T20:20:40Z,main,01f1f58f10c616850a5f5ade129a7b58d62075fb,https://github.com/vllm-project/vllm/pull/57450,
vllm-project/vllm,57621,[Refactor] Remove dead kernel code,yewentao256,2026-09-20T17:39:24Z,main,4868312128172a424a7cf4c90f25c53b49186346,https://github.com/vllm-project/vllm/pull/57621,
